centroid_75,nlength,Description,Preferred_name,6_gene_present,9_gene_present,eggnog_og,gene_clust,amr_hit,cog_category,6_clust_frac,9_clust_frac
GUT_GENOME022725_00533,1712.510704483074,ABC transporter transmembrane region,,True,True,"COG1132@1|root,COG1132@2|Bacteria,1RMUR@1236|Gammaproteobacteria,1MUBM@1224|Proteobacteria",,,"P,V",,
GUT_GENOME022725_01461,388.77777777777777,,,True,False,,2519.0,,,0.25,0.0
GUT_GENOME022725_01751,819.5146374829002,Porin thermoregulatory protein envY,,True,True,"COG2207@1|root,COG2207@2|Bacteria,3XQ8H@561|Escherichia,1TGAB@1236|Gammaproteobacteria,1QIG0@1224|Proteobacteria",,,K,,
GUT_GENOME022725_02496,341.45,transmembrane transport,ybhS,True,True,"COG0842@2|Bacteria,COG0842@1|root,1MW5R@1224|Proteobacteria,1RPB4@1236|Gammaproteobacteria,3XPH4@561|Escherichia",,,V,,
GUT_GENOME022810_01644,1308.3171159874607,Inner membrane protein CreD,creD,True,True,"COG4452@1|root,1RQRZ@1236|Gammaproteobacteria,COG4452@2|Bacteria,1MVVR@1224|Proteobacteria,3XMF1@561|Escherichia",,,V,,
GUT_GENOME022880_00257,724.7982529118136,Lipoprotein,prgK,False,True,"1RA14@1224|Proteobacteria,1S32N@1236|Gammaproteobacteria,COG4669@2|Bacteria,COG4669@1|root",2677.0,,"M,U",0.36363636363636365,0.7272727272727273
GUT_GENOME022880_02150,652.8739903069467,Carboxysome structural protein involved in ethanolamine utilization,eutL,True,True,"COG4816@2|Bacteria,1RSFT@1236|Gammaproteobacteria,1QGJB@1224|Proteobacteria,COG4816@1|root,3XQBK@561|Escherichia",,,E,,
GUT_GENOME022880_02917,3462.571410845018,Oxidizes proline to glutamate for use as a carbon and nitrogen source,putA,True,True,"COG4230@2|Bacteria,1RN48@1236|Gammaproteobacteria,3XMSS@561|Escherichia,COG3905@2|Bacteria,COG0506@1|root,COG4230@1|root,COG3905@1|root,COG0506@2|Bacteria,1MV93@1224|Proteobacteria",,,"E,K",,
GUT_GENOME022880_02994,2928.4605326876517,Carbamoyl-phosphate synthetase ammonia chain,carB,True,True,"1RPIU@1236|Gammaproteobacteria,COG0458@2|Bacteria,1MUDZ@1224|Proteobacteria,COG0458@1|root,3XMVN@561|Escherichia",,,"E,F",,
GUT_GENOME022880_03885,794.1708195304624,Catalyzes the phosphorylation of heptose(I) of the outer membrane lipopolysaccharide core,rfaP,True,True,"1MXX9@1224|Proteobacteria,1RQFJ@1236|Gammaproteobacteria,COG0515@1|root,COG0515@2|Bacteria,3XMKG@561|Escherichia",275.0,,"F,T",1.0,1.0
GUT_GENOME022950_02630,408.958064516129,HicB_like antitoxin of bacterial toxin-antitoxin system,,False,True,"COG1598@2|Bacteria,COG1598@1|root,1S859@1236|Gammaproteobacteria,1RKF9@1224|Proteobacteria,4036I@613|Serratia",37.0,,"K,V",0.0,0.9459459459459459
GUT_GENOME022950_03475,260.9748826588862,"Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS especially during phosphate starvation, but also in stationary phase and during nitrogen starvation. Its effect on RpoS stability is due to its interaction with RssB, which probably blocks the interaction of RssB with RpoS, and the consequent delivery of the RssB-RpoS complex to the ClpXP protein degradation pathway",iraP,True,True,"2CMK9@1|root,3XPWF@561|Escherichia,1SB6X@1236|Gammaproteobacteria,1N3ZW@1224|Proteobacteria,32SF1@2|Bacteria",,,J,,
GUT_GENOME023332_00970,1305.3624084827063,DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit at low temperature. Exhibits RNA-stimulated ATP hydrolysis and RNA unwinding activity,srmB,True,True,"1RMWA@1236|Gammaproteobacteria,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,COG0513@1|root,3XNKW@561|Escherichia",,,"F,L",,
GUT_GENOME023332_01883,435.5806451612903,"Involved in the catabolism of short chain fatty acids (SCFA) via the tricarboxylic acid (TCA)(acetyl degradation route) and via the 2-methylcitrate cycle I (propionate degradation route). Catalyzes the Claisen condensation of propionyl-CoA and oxaloacetate (OAA) to yield (2S,3S)-2-methylcitrate (2-MC) and CoA. Also catalyzes the condensation of oxaloacetate with acetyl- CoA to yield citrate but with a lower specificity",prpC,False,True,"3XME6@561|Escherichia,1RNT1@1236|Gammaproteobacteria,1MUKX@1224|Proteobacteria,COG0372@1|root,COG0372@2|Bacteria",465.0,,C,0.0,1.0
GUT_GENOME023332_02889,414.8571428571428,"Involved in the catabolism of short chain fatty acids (SCFA) via the tricarboxylic acid (TCA)(acetyl degradation route) and via the 2-methylcitrate cycle I (propionate degradation route). Catalyzes the stereospecific dehydration of (2S,3S)-2- methylcitrate (2-MC) to yield the cis isomer of 2-methyl- aconitate",prpD,False,True,"1MUIG@1224|Proteobacteria,COG2079@1|root,3XNFN@561|Escherichia,1RPQN@1236|Gammaproteobacteria,COG2079@2|Bacteria",1993.0,,G,0.0,1.0
GUT_GENOME023545_02003,804.5101135325591,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",frwC,True,True,"COG1299@2|Bacteria,COG1299@1|root,3XNJ3@561|Escherichia,1RPQZ@1236|Gammaproteobacteria,1P0NB@1224|Proteobacteria",,,G,,
GUT_GENOME023633_02265,776.2401873020245,Activator of the mhpABCDFE operon coding for components of the 3-hydroxyphenylpropionate degradation pathway,mhpR,True,True,"COG1414@2|Bacteria,COG1414@1|root,3XQG0@561|Escherichia,1RYF9@1236|Gammaproteobacteria,1QRZN@1224|Proteobacteria",2682.0,,K,1.0,0.8571428571428571
GUT_GENOME023780_00701,229.5,Protein of unknown function (DUF1482),,True,True,"3XR7I@561|Escherichia,33BAK@2|Bacteria,1SHDX@1236|Gammaproteobacteria,2EHIM@1|root,1NIY5@1224|Proteobacteria",2211.0,,,1.0,1.0
GUT_GENOME023780_01525,1318.543038131909,Metalloprotease involved in CcdA degradation. Suppresses the inhibitory activity of the carbon storage regulator (CsrA),pmbA,True,True,"1MUVW@1224|Proteobacteria,COG0312@2|Bacteria,COG0312@1|root,1RPJF@1236|Gammaproteobacteria,3XMDW@561|Escherichia",,,R,,
GUT_GENOME023780_01906,599.3335445444177,nucleic acid-templated transcription,yhjB,True,True,"COG2197@2|Bacteria,COG2197@1|root,1S15H@1236|Gammaproteobacteria,1NRJH@1224|Proteobacteria,3XNTW@561|Escherichia",,,"K,T",,
GUT_GENOME023858_00109,792.0990990990991,transcriptional regulator,ygeV,False,True,"1RMHY@1236|Gammaproteobacteria,1NU8B@1224|Proteobacteria,COG3829@1|root,3XN69@561|Escherichia,COG3829@2|Bacteria",1889.0,,"K,T",0.5,0.5
GUT_GENOME023858_00539,2777.7346491228072,"Phage tail tape measure protein, TP901 family",,True,False,"1NFKU@1224|Proteobacteria,1RP2D@1236|Gammaproteobacteria,COG5283@2|Bacteria,COG5283@1|root,3XQPK@561|Escherichia",1857.0,,X,0.9047619047619048,0.0
GUT_GENOME024371_00541,572.494623655914,Enterobacterial Ail/Lom protein,,True,True,"COG3637@1|root,1RH8M@1224|Proteobacteria,COG3637@2|Bacteria,1SE1S@1236|Gammaproteobacteria,3XRK1@561|Escherichia",2219.0,,M,1.0,1.0
GUT_GENOME025122_02263,430.65,response to ionizing radiation,yhgF,True,False,"COG2183@2|Bacteria,COG2183@1|root,3XMBH@561|Escherichia,1RMNH@1236|Gammaproteobacteria,1MUA7@1224|Proteobacteria",,,K,,
GUT_GENOME025216_00355,585.0,"Binds the cellulose synthase activator, bis-(3'-5') cyclic diguanylic acid (c-di-GMP)",bcsB,True,True,"COG1215@2|Bacteria,COG1215@1|root,3XNAD@561|Escherichia,1RPJ6@1236|Gammaproteobacteria,1MWF8@1224|Proteobacteria",225.0,,"M,N",1.0,1.0
GUT_GENOME025216_00780,1702.5106410421772,RNA secondary structure unwinding,yejH,True,True,"1MV9F@1224|Proteobacteria,1RNAN@1236|Gammaproteobacteria,COG1061@1|root,COG1061@2|Bacteria,3XN4B@561|Escherichia",1959.0,,"K,L",0.6666666666666666,1.0
GUT_GENOME025216_01450,620.7255483870968,transcriptional regulator,yqjI,True,True,"COG1695@1|root,1RHSE@1224|Proteobacteria,1S255@1236|Gammaproteobacteria,3XNX9@561|Escherichia,COG1695@2|Bacteria",,,K,,
GUT_GENOME025216_01669,841.606674612634,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol,ispE,True,True,"COG1947@2|Bacteria,COG1947@1|root,1RP23@1236|Gammaproteobacteria,1MVU3@1224|Proteobacteria,3XN5B@561|Escherichia",,,"F,I",,
GUT_GENOME025216_01900,868.9443961772372,Mg2 and Co2 transporter CorC,corC,True,True,"COG4535@2|Bacteria,COG4535@1|root,1RMKX@1236|Gammaproteobacteria,1QTU8@1224|Proteobacteria",,,P,,
GUT_GENOME025548_00503,1173.702607158639,General secretion pathway,gspF,True,True,"3XN4J@561|Escherichia,COG1459@2|Bacteria,COG1459@1|root,1MV4U@1224|Proteobacteria,1RQ86@1236|Gammaproteobacteria",123.0,,"N,U,W",1.0,1.0
GUT_GENOME025708_01820,738.9682770663562,Has low ATPase activity. The SufBCD complex acts synergistically with SufE to stimulate the cysteine desulfurase activity of SufS. The SufBCD complex contributes to the assembly or repair of oxygen-labile iron-sulfur clusters under oxidative stress. May facilitate iron uptake from extracellular iron chelators under iron limitation,sufC,True,True,"COG0396@2|Bacteria,COG0396@1|root,1RPFE@1236|Gammaproteobacteria,3XNS8@561|Escherichia,1MUGK@1224|Proteobacteria",,,"O,P",,
GUT_GENOME025708_01965,284.9980087614496,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",himD,True,True,"COG0776@2|Bacteria,COG0776@1|root,1S8XZ@1236|Gammaproteobacteria,1MZ7M@1224|Proteobacteria,3XPWM@561|Escherichia",,,"K,L",,
GUT_GENOME025708_02800,855.4858170195765,aldose 1-epimerase activity,yphB,True,True,"1S03U@1236|Gammaproteobacteria,COG2017@2|Bacteria,1RAQE@1224|Proteobacteria,COG2017@1|root,3XP7P@561|Escherichia",,,G,,
GUT_GENOME025708_03129,376.24285714285713,Endonuclease/Exonuclease/phosphatase family,ybhP,True,True,"1MVN7@1224|Proteobacteria,1RNSP@1236|Gammaproteobacteria,3XNI0@561|Escherichia,COG3568@1|root,COG3568@2|Bacteria",1949.0,,"L,R",1.0,1.0
GUT_GENOME025756_03501,302.0,,,True,True,"1NICF@1224|Proteobacteria,1SHXE@1236|Gammaproteobacteria,2EUTS@1|root,33N9B@2|Bacteria,3XR9P@561|Escherichia",,,,,
GUT_GENOME025811_00919,450.0,"Activation of pyruvate formate-lyase 2 under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine",pflC,True,True,"3XN6N@561|Escherichia,COG1180@1|root,COG1180@2|Bacteria,1RQG5@1236|Gammaproteobacteria,1PD9E@1224|Proteobacteria",2594.0,,O,1.0,1.0
GUT_GENOME025811_02547,967.0837696335078,Belongs to the nitrite and sulfite reductase 4Fe-4S domain family,nirB,True,False,"COG1251@1|root,3XM6G@561|Escherichia,1RNGY@1236|Gammaproteobacteria,1MW58@1224|Proteobacteria,COG1251@2|Bacteria",439.0,,C,1.0,0.0
GUT_GENOME025811_02756,375.0,Low-affinity inorganic phosphate transport. Can also transport arsenate,pitA,False,True,"1MVXK@1224|Proteobacteria,1RP0Q@1236|Gammaproteobacteria,3XMW3@561|Escherichia,COG0306@2|Bacteria,COG0306@1|root",,,P,,
GUT_GENOME025811_02907,641.8105263157895,May play a specific role in the degradation of signal peptides after they are released from precursor forms of secreted proteins. Can cleave N-acetyl-L-Ala(4),prlC,True,False,"COG0339@2|Bacteria,COG0339@1|root,1RMAH@1236|Gammaproteobacteria,1MU1K@1224|Proteobacteria,3XNTT@561|Escherichia",1988.0,,"E,O",1.0,0.0
GUT_GENOME025882_04179,1010.7252747252747,DNA integration,,True,False,"4QI35@10662|Myoviridae,4QPDM@28883|Caudovirales,4QUYF@35237|dsDNA viruses  no RNA stage,4QAQE@10239|Viruses",,,,,
GUT_GENOME026027_01268,472.3448275862069,"Catalyzes the phosphorylation of L-xylulose and 3-keto- L-gulonate. Is involved in L-lyxose utilization via xylulose, and may also be involved in the utilization of 2,3-diketo-L-gulonate",lyx,True,True,"COG1070@2|Bacteria,COG1070@1|root,3XP88@561|Escherichia,1RP2G@1236|Gammaproteobacteria,1MWS5@1224|Proteobacteria",1942.0,,G,1.0,1.0
GUT_GENOME026027_02585,421.05,Belongs to the aldehyde dehydrogenase family,aldB,False,True,"COG1012@2|Bacteria,COG1012@1|root,3XMIY@561|Escherichia,1RMBQ@1236|Gammaproteobacteria,1MU1V@1224|Proteobacteria",,,"C,I",,
GUT_GENOME026027_02711,454.9285714285714,"Part of the phosphate (Pho) regulon, which plays a key role in phosphate homeostasis. PhoU is essential for the repression of the Pho regulon at high phosphate conditions",phoU,True,True,"COG0704@2|Bacteria,COG0704@1|root,3XNJ8@561|Escherichia,1RMW5@1236|Gammaproteobacteria,1MUMI@1224|Proteobacteria",1452.0,,P,1.0,1.0
GUT_GENOME026097_02811,225.00163777808103,Protein of unknown function (DUF2594),yecF,True,True,"1N71V@1224|Proteobacteria,1SCS7@1236|Gammaproteobacteria,2E5U3@1|root,330IE@2|Bacteria,3XPZQ@561|Escherichia",,,,,
GUT_GENOME026097_03350,248.0,ADP-glyceromanno-heptose 6-epimerase activity,,True,False,,,,,,
GUT_GENOME026097_03976,334.8,,,True,True,,,,,,
GUT_GENOME026556_01643,342.6,,,True,True,"2EN22@1|root,33FQ8@2|Bacteria,1NN3V@1224|Proteobacteria,1SPZD@1236|Gammaproteobacteria",,,,,
GUT_GENOME026556_01653,794.786119873817,BtpA family,sgcQ,False,True,"COG0434@1|root,1Q83B@1224|Proteobacteria,1RYMH@1236|Gammaproteobacteria,COG0434@2|Bacteria",418.0,,M,0.0,1.0
GUT_GENOME026556_01896,774.9100954294324,efficiency is maximal in the presence of the beta sliding-clamp and clamp-loading complex of DNA polymerase III plus single-stranded binding protein (SSB). RecA and to a lesser extent the beta clamp- complex may target Pol V to replication complexes stalled at DNA template lesions,umuC,True,True,"COG0389@2|Bacteria,1RMT1@1236|Gammaproteobacteria,1MUUH@1224|Proteobacteria,COG0389@1|root,3XQ8B@561|Escherichia",,,L,,
GUT_GENOME026556_02201,392.9366432011856,cellular response to cadmium ion,ygiW,True,True,"COG3111@2|Bacteria,1SCD7@1236|Gammaproteobacteria,COG3111@1|root,1N9HJ@1224|Proteobacteria,3XPMM@561|Escherichia",,,,,
GUT_GENOME026683_01392,713.9996182234665,"Transcriptional regulatory protein, C terminal",arcA,True,True,"1RPU3@1236|Gammaproteobacteria,COG0745@1|root,COG0745@2|Bacteria,1MWJG@1224|Proteobacteria,3WVSN@544|Citrobacter",,,"K,T",,
GUT_GENOME026683_03549,211.1360946745562,response to butan-1-ol,yibT,True,True,"32Z93@2|Bacteria,2E4DS@1|root,1SD4V@1236|Gammaproteobacteria,1N93Z@1224|Proteobacteria,3XQ0F@561|Escherichia",1409.0,,,0.8,0.8
GUT_GENOME026746_01466,249.1153846153846,Involved in the assembly process of the P-ring formation. It may associate with FlgF on the rod constituting a structure essential for the P-ring assembly or may act as a modulator protein for the P-ring assembly,flgA,True,True,"1RMY1@1236|Gammaproteobacteria,1NY6E@1224|Proteobacteria,COG1261@2|Bacteria,COG1261@1|root,3XN09@561|Escherichia",1944.0,,N,1.0,1.0
GUT_GENOME026746_02075,1008.4880245257712,nadp-dependent,yncB,True,True,"1RNGM@1236|Gammaproteobacteria,COG2130@2|Bacteria,COG2130@1|root,1MUC2@1224|Proteobacteria,3XNV4@561|Escherichia",2687.0,,"Q,R",1.0,1.0
GUT_GENOME026746_02208,1091.1784520442272,toxin catabolic process,ycbX,True,True,"COG3217@2|Bacteria,1MXN2@1224|Proteobacteria,1RMN7@1236|Gammaproteobacteria,COG0633@2|Bacteria,COG3217@1|root,COG0633@1|root,3XM6S@561|Escherichia",,,"C,F,V",,
GUT_GENOME026746_02414,847.266954070635,"COG0790 FOG TPR repeat, SEL1 subfamily",ybeQ,False,True,"COG0790@1|root,COG0790@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria",2556.0,,"O,R",0.0,1.0
GUT_GENOME026746_03113,447.44259504444864,Modulator of drug activity B,mdaB,True,True,"COG2249@2|Bacteria,1RQ16@1236|Gammaproteobacteria,1MWV9@1224|Proteobacteria,COG2249@1|root,3XP9N@561|Escherichia",,,R,,
GUT_GENOME026746_03199,243.0,"Inhibits DNA replication at both initiation and elongation steps, most probably by binding to the opened, single- stranded regions at replication forks. Plays a regulatory role in chromosomal replication in nutrient-depleted cells",cspD,True,True,"1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,3XPZU@561|Escherichia,COG1278@1|root,COG1278@2|Bacteria",,,K,,
GUT_GENOME027261_01249,1276.8923076923077,Major facilitator superfamily,exuT_1,True,True,"1MV04@1224|Proteobacteria,1RP70@1236|Gammaproteobacteria,COG2271@1|root,COG2271@2|Bacteria,3ZMXC@590|Salmonella",1326.0,,"G,P",1.0,1.0
GUT_GENOME027267_04348,1070.9114391143912,Membrane,,True,True,"COG4325@2|Bacteria,COG4325@1|root,1RNYZ@1236|Gammaproteobacteria,1MXTM@1224|Proteobacteria",1165.0,,,1.0,1.0
GUT_GENOME027341_04427,417.07865168539325,Bacterial protein of unknown function (DUF977),,False,True,"29XZ3@1|root,30JRR@2|Bacteria,1S3VY@1236|Gammaproteobacteria,1RD4K@1224|Proteobacteria,3XQB1@561|Escherichia",2180.0,,,0.0,1.0
GUT_GENOME027350_00603,1213.183800228166,Tryptophan-specific transport protein,mtr,True,True,"1MWGI@1224|Proteobacteria,COG0814@1|root,COG0814@2|Bacteria,1RMME@1236|Gammaproteobacteria,3XMR8@561|Escherichia",,,E,,
GUT_GENOME027350_01155,1446.7702752293578,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan,murE,True,True,"COG0769@1|root,1MU6P@1224|Proteobacteria,COG0769@2|Bacteria,1RMD6@1236|Gammaproteobacteria,3XNJS@561|Escherichia",,,M,,
GUT_GENOME027350_01162,1052.3332922925388,Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II),murG,True,True,"COG0707@1|root,1MVIB@1224|Proteobacteria,1RMQ3@1236|Gammaproteobacteria,COG0707@2|Bacteria,3XNRS@561|Escherichia",,,M,,
GUT_GENOME027350_01335,2041.5592753052383,Tyrosine-protein kinase,wzc,True,True,"COG0489@2|Bacteria,COG3206@2|Bacteria,COG3206@1|root,COG0489@1|root,1RNB0@1236|Gammaproteobacteria,1MVI9@1224|Proteobacteria,3XN7H@561|Escherichia",276.0,,"D,M",1.0,1.0
GUT_GENOME027350_01404,279.10927694406547,acylphosphatase activity,acyP,True,True,"1N6NU@1224|Proteobacteria,COG1254@2|Bacteria,COG1254@1|root,1SCPF@1236|Gammaproteobacteria,3XPZE@561|Escherichia",,,C,,
GUT_GENOME027350_02410,728.1106056667533,Part of the ABC transporter complex GltIJKL involved in glutamate and aspartate uptake. Probably responsible for the translocation of the substrate across the membrane,gltJ,True,True,"COG0765@1|root,COG0765@2|Bacteria,1RMTK@1236|Gammaproteobacteria,1MUVX@1224|Proteobacteria,3XN5Z@561|Escherichia",,,"E,P",,
GUT_GENOME027350_02454,991.402934742982,sugar efflux transporter,setB,True,True,"COG0697@2|Bacteria,3XNDX@561|Escherichia,1NHTP@1224|Proteobacteria,COG0697@1|root,1RR5J@1236|Gammaproteobacteria",,,"E,G,R",,
GUT_GENOME027350_02709,1983.3605134012837,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP),ppk,True,True,"COG0855@2|Bacteria,COG0855@1|root,1MUM3@1224|Proteobacteria,1RNRX@1236|Gammaproteobacteria,3XN1S@561|Escherichia",,,"F,P",,
GUT_GENOME027350_03104,358.1711229946524,"Involved in the biosynthesis of the siderophore enterobactin (enterochelin), which is a macrocyclic trimeric lactone of N-(2,3-dihydroxybenzoyl)-serine. The serine trilactone serves as a scaffolding for the three catechol functionalities that provide hexadentate coordination for the tightly ligated iron(2 ) atoms. EntE proccesses via a two-step adenylation- ligation reaction (bi-uni-uni-bi ping-pong mechanism). First, it catalyzes the activation of the carboxylate group of 2,3- dihydroxy-benzoate (DHB), via a reversible ATP-dependent pyrophosphate exchange reactions to yield the acyladenylate intermediate 2,3-dihydroxybenzoyl-AMP. It can also transfer AMP to salicylate, 2,4-dihydroxybenzoate, gentisate and 2,3,4- trihydroxybenzoate. In the second step, DHB is transferred from 2,3-dihydroxybenzoyl-AMP onto the phosphopantetheinylated EntB (holo-EntB) to form DHB-holo-EntB. Then this product will serve in the formation of the amide bond between 2,3-dihydroxybenzoate (DHB) and L-serine",entE,True,True,"1NSN8@1224|Proteobacteria,1RP8K@1236|Gammaproteobacteria,COG1021@1|root,COG1021@2|Bacteria,3XMDK@561|Escherichia",61.0,,Q,1.0,1.0
GUT_GENOME027356_00613,1230.7442194644022,ion-transport protein YfeO,yfeO,True,True,"1MUBJ@1224|Proteobacteria,1RR1R@1236|Gammaproteobacteria,COG0038@1|root,COG0038@2|Bacteria,3XM3B@561|Escherichia",,,P,,
GUT_GENOME027387_00923,1049.6280706243604,"Catalyzes the NAD(P)H-dependent reduction of 2- oxoglutarate, phenylpyruvate and (4-hydroxyphenyl)pyruvate, leading to the respective 2-hydroxycarboxylate in vitro. Shows a preference for NADPH over NADH as a redox partner. Do not catalyze the reverse reactions",ybiC,True,True,"1MWQY@1224|Proteobacteria,COG2055@2|Bacteria,COG2055@1|root,3XM36@561|Escherichia,1RSKW@1236|Gammaproteobacteria",,,C,,
GUT_GENOME027387_01731,712.1817613209907,Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates,rph,True,True,"COG0689@2|Bacteria,COG0689@1|root,1MVFZ@1224|Proteobacteria,1RNTB@1236|Gammaproteobacteria,3XMIK@561|Escherichia",,,J,,
GUT_GENOME027387_02223,2586.15735355214,Domain of unknown function (DUF5107),yphG,True,True,"COG0457@2|Bacteria,COG0457@1|root,1RRC8@1236|Gammaproteobacteria,1Q3TC@1224|Proteobacteria,3XP8A@561|Escherichia",,,R,,
GUT_GENOME027387_02557,889.8682310469314,,,True,False,"1QNE4@1224|Proteobacteria,1S8B6@1236|Gammaproteobacteria,2ZYP7@2|Bacteria,arCOG04584@1|root,3XQA2@561|Escherichia",1322.0,,,1.0,0.0
GUT_GENOME027387_02945,495.0,Belongs to the carbamate kinase family,arcC,False,True,"1MWXC@1224|Proteobacteria,1RP78@1236|Gammaproteobacteria,3X0E7@547|Enterobacter,COG0549@1|root,COG0549@2|Bacteria",,,E,,
GUT_GENOME027387_03076,1717.4855462395194,Translation factor necessary for the incorporation of selenocysteine into proteins. It probably replaces EF-Tu for the insertion of selenocysteine directed by the UGA codon. SelB binds GTP and GDP,selB,True,True,"1MWXH@1224|Proteobacteria,1RQJI@1236|Gammaproteobacteria,COG3276@1|root,COG3276@2|Bacteria,3XNXT@561|Escherichia",,,J,,
GUT_GENOME027401_01787,416.6171813143309,Flagella synthesis protein FlgN,flgN,True,True,"3XPTP@561|Escherichia,COG3418@1|root,COG3418@2|Bacteria,1SAU2@1236|Gammaproteobacteria,1MZUY@1224|Proteobacteria",,,"N,U",,
GUT_GENOME027401_02568,1034.9529548722865,methyl beta-D-glucoside 6-phosphate glucohydrolase activity,chbF,True,True,"COG1486@2|Bacteria,COG1486@1|root,1RPG8@1236|Gammaproteobacteria,1NI6G@1224|Proteobacteria,3XP95@561|Escherichia",,,G,,
GUT_GENOME027597_01932,210.00077091095977,response to butan-1-ol,yibT,True,True,"3XQ0F@561|Escherichia,32Z93@2|Bacteria,2E4DS@1|root,1SD4V@1236|Gammaproteobacteria,1N93Z@1224|Proteobacteria",1998.0,,,1.0,1.0
GUT_GENOME027597_02495,326.7435320584927,"Catalyzes, although with low efficiency, the sulfur transfer reaction from thiosulfate to cyanide",glpE,True,True,"COG0607@2|Bacteria,COG0607@1|root,1S94C@1236|Gammaproteobacteria,1MZPW@1224|Proteobacteria,3XPQ7@561|Escherichia",,,P,,
GUT_GENOME027604_00536,2545.855234126011,"in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen",glnD,True,True,"1RN5T@1236|Gammaproteobacteria,1MV54@1224|Proteobacteria,COG2844@2|Bacteria,COG2844@1|root,3XMIM@561|Escherichia",,,"O,T",,
GUT_GENOME027604_03758,228.01188650306747,Belongs to the UPF0352 family,yejL,True,True,"COG3082@1|root,1S8XQ@1236|Gammaproteobacteria,COG3082@2|Bacteria,1MZ9I@1224|Proteobacteria,3XQ2C@561|Escherichia",,,,,
GUT_GENOME027725_02630,1267.421052631579,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,True,True,"1RMTB@1236|Gammaproteobacteria,COG0459@1|root,1MURR@1224|Proteobacteria,COG0459@2|Bacteria,3XN1I@561|Escherichia",,,O,,
GUT_GENOME027725_03154,1192.056095067723,Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Specific for elongation from C-10 to unsaturated C-16 and C-18 fatty acids,fabB,True,True,"COG0304@1|root,COG0304@2|Bacteria,1RMDE@1236|Gammaproteobacteria,1MU1X@1224|Proteobacteria,3XMTP@561|Escherichia",,,"I,Q",,
GUT_GENOME027725_03547,1113.883726866624,transmembrane transport,ybhS,True,True,"COG0842@2|Bacteria,COG0842@1|root,1RPB4@1236|Gammaproteobacteria,1MW5R@1224|Proteobacteria,3XPH4@561|Escherichia",,,V,,
GUT_GENOME027725_03789,675.6471995496763,"This is a second nitrate reductase enzyme which can substitute for the NRA enzyme and allows E.coli to use nitrate as an electron acceptor during anaerobic growth. The gamma chain is a membrane-embedded heme-iron unit resembling cytochrome b, which transfers electrons from quinones to the beta subunit",narI,True,True,"1MXGZ@1224|Proteobacteria,COG2181@2|Bacteria,COG2181@1|root,1RPTD@1236|Gammaproteobacteria,3XPBJ@561|Escherichia",,,"C,P",,
GUT_GENOME027725_04282,1169.725541013347,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,glpC,True,True,"COG0247@2|Bacteria,1MWTK@1224|Proteobacteria,1RQ9M@1236|Gammaproteobacteria,COG0247@1|root,3XP8B@561|Escherichia",,,C,,
GUT_GENOME027803_00520,257.9970800889878,Protein of unknown function (DUF2534),ynaJ,True,True,"1N0ZR@1224|Proteobacteria,COG3182@1|root,1S9Y9@1236|Gammaproteobacteria,3XPZ8@561|Escherichia,COG3182@2|Bacteria",,,,,
GUT_GENOME027803_04209,398.1721177432543,acyl-CoA thioester hydrolase,yciA,True,True,"1MZAZ@1224|Proteobacteria,COG1607@2|Bacteria,1SA9N@1236|Gammaproteobacteria,3XPM1@561|Escherichia,COG1607@1|root",,,I,,
